gene_id	gene_name	chromosome	start	end
ENSG00000304228	ENSG00000304228	chr8	107165861	107241029
ENSG00000254146	HMGB1P46	chr8	107173200	107173809
ENSG00000287208	ENSG00000287208	chr8	107186997	107195938
ENSG00000154188	ANGPT1	chr8	107249482	107498055
ENSG00000286766	ENSG00000286766	chr8	107499773	107506416
ENSG00000248838	PGAM1P13	chr8	107647279	107648032
ENSG00000303482	ENSG00000303482	chr8	107671246	107778796
ENSG00000287949	ENSG00000287949	chr8	107857589	107963516
ENSG00000200806	RNA5SP275	chr8	107884494	107884611
ENSG00000147655	RSPO2	chr8	107899316	108083642
ENSG00000253228	NRBF2P4	chr8	107983116	107983965
ENSG00000304773	ENSG00000304773	chr8	108082773	108084179
ENSG00000230948	AURKBP1	chr8	108131100	108132114
ENSG00000104408	EIF3E	chr8	108162787	108443496
ENSG00000289094	ENSG00000289094	chr8	108195494	108197505
ENSG00000253754	ENSG00000253754	chr8	108226200	108227544
ENSG00000243287	RPS17P14	chr8	108378831	108379545
ENSG00000104412	EMC2	chr8	108443601	108489196
ENSG00000253657	ENSG00000253657	chr8	108572643	108573174
ENSG00000253949	ENSG00000253949	chr8	108581062	108626767
ENSG00000164841	TMEM74	chr8	108606850	108787594
ENSG00000253580	TRMT10BP1	chr8	108652373	108653315
ENSG00000308266	ENSG00000308266	chr8	108707450	108723083
ENSG00000253796	ENSG00000253796	chr8	108871128	109063417
ENSG00000174417	TRHR	chr8	109086585	109121565
ENSG00000120526	NUDCD1	chr8	109240919	109334121
ENSG00000250267	ENSG00000250267	chr8	109298598	109316513
ENSG00000120533	ENY2	chr8	109334324	109345954
ENSG00000205038	PKHD1L1	chr8	109362461	109537207
ENSG00000254185	MAPK6P5	chr8	109470131	109471117
ENSG00000301490	ENSG00000301490	chr8	109522450	109540116
ENSG00000147654	EBAG9	chr8	109539711	109570072
ENSG00000289767	ENSG00000289767	chr8	109539726	109539800
ENSG00000147642	SYBU	chr8	109573978	109691791
ENSG00000248050	SYBU-AS1	chr8	109644115	109648084
ENSG00000304111	ENSG00000304111	chr8	109754884	109757838
ENSG00000255099	ENSG00000255099	chr8	109777912	109782288
ENSG00000283555	U2	chr8	109873913	109874018
ENSG00000241385	ENSG00000241385	chr8	109899246	109899762
ENSG00000164794	KCNV1	chr8	109963636	109975771
ENSG00000255402	ENSG00000255402	chr8	109973943	110106716
ENSG00000240590	RPSAP48	chr8	110105076	110105964
ENSG00000306390	ENSG00000306390	chr8	110202886	110291412
ENSG00000253956	ENSG00000253956	chr8	110334743	110349607
ENSG00000253107	ENSG00000253107	chr8	110555408	110556518
ENSG00000253122	ENSG00000253122	chr8	110609241	110665197
ENSG00000253717	ENSG00000253717	chr8	110766863	110772759
ENSG00000253994	NDUFB9P3	chr8	110809394	110809894
ENSG00000253877	LINC01608	chr8	110899995	111040372
ENSG00000254241	MTCO1P47	chr8	110933263	110934533
ENSG00000301464	ENSG00000301464	chr8	111041253	111101805
ENSG00000253103	LINC01609	chr8	111093260	111236230
ENSG00000253489	ENSG00000253489	chr8	111179193	111179872
ENSG00000254124	EEF1A1P37	chr8	111225585	111227049
ENSG00000253434	LINC02237	chr8	111376639	111757710
ENSG00000255033	SERPINA15P	chr8	111380603	111380868
ENSG00000253156	H2AZP7	chr8	111621458	111621797
ENSG00000287942	ENSG00000287942	chr8	111691912	111700276
ENSG00000297203	ENSG00000297203	chr8	111929834	111933754
ENSG00000304690	ENSG00000304690	chr8	112040921	112125821
ENSG00000308975	ENSG00000308975	chr8	112133512	112134407
ENSG00000222146	RNU4-37P	chr8	112148742	112148825
ENSG00000294306	ENSG00000294306	chr8	112196046	112202254
ENSG00000164796	CSMD3	chr8	112222928	113436939
ENSG00000286946	ENSG00000286946	chr8	112446575	112457993
ENSG00000230169	RPL30P16	chr8	112538889	112539317
ENSG00000238399	MIR2053	chr8	112643493	112643583
ENSG00000299572	ENSG00000299572	chr8	112699109	112699828
ENSG00000227514	ENSG00000227514	chr8	113376669	113377227
ENSG00000295875	ENSG00000295875	chr8	113376706	113379714
ENSG00000287819	ENSG00000287819	chr8	113432220	113433130
ENSG00000286937	ENSG00000286937	chr8	113438135	113493305
ENSG00000253207	ENSG00000253207	chr8	113600310	113616958
ENSG00000304699	ENSG00000304699	chr8	113685312	113690560
ENSG00000206719	Y_RNA	chr8	113950886	113950998
ENSG00000300059	ENSG00000300059	chr8	114005819	114063826
ENSG00000299025	ENSG00000299025	chr8	114074185	114113684
ENSG00000299050	ENSG00000299050	chr8	114113607	114114727
ENSG00000304258	ENSG00000304258	chr8	114239518	114242018
ENSG00000301205	ENSG00000301205	chr8	114247273	114285484
ENSG00000254339	ENSG00000254339	chr8	114281894	114321122
ENSG00000301177	ENSG00000301177	chr8	114302731	114504532
ENSG00000253499	ENSG00000253499	chr8	114318400	114318911
ENSG00000307756	ENSG00000307756	chr8	114572590	114591788
ENSG00000302453	ENSG00000302453	chr8	114636902	114674026
ENSG00000253756	CARS1P2	chr8	114791653	114791929
ENSG00000302402	ENSG00000302402	chr8	114934535	114970610
ENSG00000303006	ENSG00000303006	chr8	114986634	114998544
ENSG00000297548	ENSG00000297548	chr8	115212599	115391244
ENSG00000297588	ENSG00000297588	chr8	115329130	115330169
ENSG00000297570	ENSG00000297570	chr8	115362665	115371023
ENSG00000104447	TRPS1	chr8	115408496	115809673
ENSG00000227170	TRPS1-AS1	chr8	115509602	115511325
ENSG00000304557	ENSG00000304557	chr8	115869091	115884274
ENSG00000299498	ENSG00000299498	chr8	115930311	115994011
ENSG00000249917	LINC00536	chr8	115950511	116451731
ENSG00000199450	RNA5SP276	chr8	116022686	116022779
ENSG00000287826	ENSG00000287826	chr8	116289622	116298954
ENSG00000253672	ENSG00000253672	chr8	116402543	116403757
ENSG00000305535	ENSG00000305535	chr8	116453739	116454368
ENSG00000305519	ENSG00000305519	chr8	116454113	116468462
ENSG00000303874	ENSG00000303874	chr8	116531836	116532393
ENSG00000304777	ENSG00000304777	chr8	116604207	116615304
ENSG00000147677	EIF3H	chr8	116642130	116766925
ENSG00000289382	ENSG00000289382	chr8	116651979	116654643
ENSG00000298999	ENSG00000298999	chr8	116755935	116756665
ENSG00000147679	UTP23	chr8	116766505	116849463
ENSG00000164754	RAD21	chr8	116845934	116874776
ENSG00000253327	RAD21-AS1	chr8	116874424	116876868
ENSG00000283956	MIR3610	chr8	116874728	116874800
ENSG00000300083	ENSG00000300083	chr8	116935657	116938445
ENSG00000205002	AARD	chr8	116938207	116944487
ENSG00000300101	ENSG00000300101	chr8	116945784	116948062
ENSG00000300123	ENSG00000300123	chr8	116948715	116949259
ENSG00000164756	SLC30A8	chr8	116950273	117176714
ENSG00000244033	RN7SL228P	chr8	117017946	117018248
ENSG00000253271	ENSG00000253271	chr8	117055818	117056145
ENSG00000253622	ENSG00000253622	chr8	117128455	117130299
ENSG00000240151	RN7SL826P	chr8	117163968	117164255
ENSG00000286308	ENSG00000286308	chr8	117265217	117318864
ENSG00000298312	ENSG00000298312	chr8	117303853	117306832
ENSG00000252852	ENSG00000252852	chr8	117313528	117313661
ENSG00000301506	ENSG00000301506	chr8	117387008	117408834
ENSG00000297933	ENSG00000297933	chr8	117472196	117520686
ENSG00000164758	MED30	chr8	117520713	117540262
ENSG00000239917	RPS10P16	chr8	117523271	117524061
ENSG00000307180	ENSG00000307180	chr8	117639814	117663404
ENSG00000297002	ENSG00000297002	chr8	117672847	117713624
ENSG00000302717	ENSG00000302717	chr8	117764547	117769815
ENSG00000182197	EXT1	chr8	117794490	118111826
ENSG00000302479	ENSG00000302479	chr8	117897635	117919182
ENSG00000296719	ENSG00000296719	chr8	118131818	118145387
ENSG00000177570	SAMD12	chr8	118189455	118622112
ENSG00000225885	ENSG00000225885	chr8	118281290	118400605
ENSG00000306534	ENSG00000306534	chr8	118340934	118356862
ENSG00000281641	SAMD12-AS1	chr8	118620498	118906164
ENSG00000306504	ENSG00000306504	chr8	118753594	118904226
ENSG00000242206	RPS26P35	chr8	118761856	118762201
ENSG00000164761	TNFRSF11B	chr8	118923557	118951885
ENSG00000207334	RNU6-12P	chr8	118976513	118976619
ENSG00000254247	ENSG00000254247	chr8	118982579	118982875
ENSG00000184374	COLEC10	chr8	118995452	119108455
ENSG00000254278	ENSG00000254278	chr8	119062923	119068782
ENSG00000147676	MAL2	chr8	119165034	119245673
ENSG00000253972	MAL2-AS1	chr8	119214625	119246857
ENSG00000276479	MIR548AZ	chr8	119325171	119325265
ENSG00000286282	ENSG00000286282	chr8	119350291	119416947
ENSG00000206776	ENSG00000206776	chr8	119388348	119388469
ENSG00000136999	CCN3	chr8	119416446	119424434
ENSG00000253398	ENSG00000253398	chr8	119419910	119462350
ENSG00000293774	ENSG00000293774	chr8	119479314	119480680
ENSG00000254037	ENSG00000254037	chr8	119480279	119480775
ENSG00000136960	ENPP2	chr8	119557086	119673453
ENSG00000253495	CYCSP23	chr8	119618162	119618474
ENSG00000201896	RN7SKP153	chr8	119711830	119712145
ENSG00000064313	TAF2	chr8	119730774	119832863
ENSG00000286362	ENSG00000286362	chr8	119827736	119832861
ENSG00000310521	ENSG00000310521	chr8	119832861	119869013
ENSG00000136982	DSCC1	chr8	119833976	119855894
ENSG00000279347	ENSG00000279347	chr8	119838736	119840385
ENSG00000244642	RN7SL396P	chr8	119862662	119862956
ENSG00000245330	DEPTOR-AS1	chr8	119867419	119874582
ENSG00000155792	DEPTOR	chr8	119873717	120050918
ENSG00000202356	RNA5SP277	chr8	119891132	119891229
ENSG00000254343	ENSG00000254343	chr8	120052180	120056201
ENSG00000187955	COL14A1	chr8	120059780	120373573
ENSG00000305179	ENSG00000305179	chr8	120059964	120080650
ENSG00000172172	MRPL13	chr8	120380761	120445402
ENSG00000172167	MTBP	chr8	120445400	120542133
ENSG00000172164	SNTB1	chr8	120535745	120813273
ENSG00000250290	NCAPGP1	chr8	120635558	120638204
ENSG00000305426	ENSG00000305426	chr8	120731646	120756235
ENSG00000248318	ENSG00000248318	chr8	120761253	120776832
ENSG00000272502	ENSG00000272502	chr8	120812219	120813359
ENSG00000302591	ENSG00000302591	chr8	120826830	120868888
ENSG00000253619	ENSG00000253619	chr8	120913065	121119754
ENSG00000309033	ENSG00000309033	chr8	120935510	120936539
ENSG00000271219	ENSG00000271219	chr8	121113358	121113919
ENSG00000294187	ENSG00000294187	chr8	121140049	121145077
ENSG00000307799	ENSG00000307799	chr8	121158771	121162188
ENSG00000302156	ENSG00000302156	chr8	121231778	121531779
ENSG00000302196	ENSG00000302196	chr8	121369103	121384730
ENSG00000239872	RPL35AP19	chr8	121380137	121380465
ENSG00000302180	ENSG00000302180	chr8	121386390	121430460
ENSG00000302216	ENSG00000302216	chr8	121444308	121454681
ENSG00000170961	HAS2	chr8	121612116	121641440
ENSG00000248690	HAS2-AS1	chr8	121639293	121994185
ENSG00000295139	ENSG00000295139	chr8	121642199	121643229
ENSG00000254209	LINC02855	chr8	121668900	121697626
ENSG00000254303	ENSG00000254303	chr8	121931952	122127184
ENSG00000300354	ENSG00000300354	chr8	121949131	121949696
ENSG00000300333	ENSG00000300333	chr8	121962940	121964897
ENSG00000253814	MRPS36P3	chr8	122091480	122091609
ENSG00000306590	ENSG00000306590	chr8	122170413	122224525
ENSG00000305932	ENSG00000305932	chr8	122244010	122244860
ENSG00000305599	ENSG00000305599	chr8	122338691	122379466
ENSG00000255364	SMILR	chr8	122414332	122428551
ENSG00000253819	LINC01151	chr8	122485194	122733804
ENSG00000238901	ENSG00000238901	chr8	122671291	122671394
ENSG00000235165	CDK5P1	chr8	122769274	122770150
ENSG00000272384	ENSG00000272384	chr8	122777872	122781628
ENSG00000272043	ENSG00000272043	chr8	122780145	122781162
ENSG00000178764	ZHX2	chr8	122781655	122974510
ENSG00000301099	ENSG00000301099	chr8	122782267	122782531
ENSG00000301077	ENSG00000301077	chr8	122783962	122789210
ENSG00000253372	ENSG00000253372	chr8	122807746	122816517
ENSG00000259631	ENSG00000259631	chr8	122977026	122985629
ENSG00000297235	ENSG00000297235	chr8	122979952	122981263
ENSG00000253607	ENSG00000253607	chr8	123002560	123030751
ENSG00000136986	DERL1	chr8	123013170	123042302
ENSG00000156787	TBC1D31	chr8	123041968	123152153
ENSG00000253463	HMGB1P19	chr8	123123106	123123682
ENSG00000287657	ENSG00000287657	chr8	123157720	123165174
ENSG00000147689	FAM83A	chr8	123178960	123210079
ENSG00000221461	U3	chr8	123180310	123180525
ENSG00000253258	FAM83A-AS2	chr8	123181638	123182788
ENSG00000253410	ENSG00000253410	chr8	123192875	123192932
ENSG00000204949	FAM83A-AS1	chr8	123193501	123202743
ENSG00000266324	MIR4663	chr8	123215788	123215863
ENSG00000189376	C8orf76	chr8	123219967	123241377
ENSG00000259305	ZHX1-C8orf76	chr8	123226189	123274284
ENSG00000243498	UBA52P5	chr8	123236852	123237062
ENSG00000309767	ENSG00000309767	chr8	123241437	123256211
ENSG00000165156	ZHX1	chr8	123248451	123275541
ENSG00000222607	RNU6-628P	chr8	123262843	123262949
ENSG00000309745	ENSG00000309745	chr8	123274711	123316617
ENSG00000253336	ENSG00000253336	chr8	123288355	123290503
ENSG00000156802	ATAD2	chr8	123319850	123416350
ENSG00000252297	RNU6-875P	chr8	123342414	123342519
ENSG00000283172	MIR548D1	chr8	123348034	123348130
ENSG00000207704	MIR548AA1	chr8	123348034	123348130
ENSG00000254388	DUTP2	chr8	123352181	123352643
ENSG00000254294	IMPDH1P6	chr8	123400582	123402095
ENSG00000156795	NTAQ1	chr8	123416726	123470028
ENSG00000278374	U4	chr8	123454981	123455107
ENSG00000156804	FBXO32	chr8	123497889	123541206
ENSG00000254113	ENSG00000254113	chr8	123563070	123568762
ENSG00000251840	RN7SKP155	chr8	123588759	123589046
ENSG00000308850	ENSG00000308850	chr8	123601195	123614133
ENSG00000253286	ENSG00000253286	chr8	123613874	123719488
ENSG00000175946	KLHL38	chr8	123644442	123653801
ENSG00000308833	ENSG00000308833	chr8	123658168	123672924
ENSG00000104537	ANXA13	chr8	123680794	123737402
ENSG00000176853	FAM91A1	chr8	123768439	123815452
ENSG00000214814	FER1L6	chr8	123851987	124120061
ENSG00000308109	ENSG00000308109	chr8	123856768	123858546
ENSG00000254000	ENSG00000254000	chr8	123924759	123925933
ENSG00000181171	FER1L6-AS1	chr8	123984138	124040782
ENSG00000254249	ENSG00000254249	chr8	124036010	124040468
ENSG00000253868	FER1L6-AS2	chr8	124044395	124171529
ENSG00000250727	ENSG00000250727	chr8	124141888	124143512
ENSG00000253885	ARF1P3	chr8	124151923	124152433
ENSG00000214803	ENSG00000214803	chr8	124192671	124247398
ENSG00000206724	RNU6-756P	chr8	124260646	124260752
ENSG00000253227	ENSG00000253227	chr8	124271661	124287969
ENSG00000237586	ENSG00000237586	chr8	124301315	124301804
ENSG00000164983	TMEM65	chr8	124306189	124372701
ENSG00000183665	TRMT12	chr8	124450820	124462150
ENSG00000245149	RNF139-DT	chr8	124462485	124474616
ENSG00000170881	RNF139	chr8	124474866	124488618
ENSG00000147687	TATDN1	chr8	124488485	124539458
ENSG00000253106	ENSG00000253106	chr8	124488510	124491643
ENSG00000301476	ENSG00000301476	chr8	124492019	124493330
ENSG00000284087	MIR6844	chr8	124508515	124508576
ENSG00000147684	NDUFB9	chr8	124539101	124580648
ENSG00000170873	MTSS1	chr8	124550784	124728473
ENSG00000301458	ENSG00000301458	chr8	124610503	124613475
ENSG00000305490	ENSG00000305490	chr8	124728661	124767248
ENSG00000305223	ENSG00000305223	chr8	124772027	124772256
ENSG00000255491	ENSG00000255491	chr8	124811042	124857516
ENSG00000263735	MIR4662B	chr8	124821978	124822058
ENSG00000283609	MIR4662A	chr8	124821985	124822051
ENSG00000249816	LINC00964	chr8	124823702	124962531
ENSG00000299036	ENSG00000299036	chr8	124892527	124895385
ENSG00000299007	ENSG00000299007	chr8	124900219	124906965
ENSG00000250428	MRS2P1	chr8	124920428	124922076
ENSG00000255313	ENSG00000255313	chr8	124935804	124943765
ENSG00000286955	ENSG00000286955	chr8	124940041	124941909
ENSG00000180938	ZNF572	chr8	124973295	124979389
ENSG00000253513	SQLE-DT	chr8	124996982	124998286
ENSG00000104549	SQLE	chr8	124998497	125022283
ENSG00000164961	WASHC5	chr8	125024260	125091819
ENSG00000253167	WASHC5-AS1	chr8	125040684	125044989
ENSG00000156831	NSMCE2	chr8	125091679	125367125
ENSG00000242170	RN7SL329P	chr8	125270604	125270902
ENSG00000254431	ENSG00000254431	chr8	125345191	125386339
ENSG00000309211	ENSG00000309211	chr8	125387036	125394054
ENSG00000309230	ENSG00000309230	chr8	125388268	125390768
ENSG00000297565	ENSG00000297565	chr8	125417883	125421608
ENSG00000298859	ENSG00000298859	chr8	125426564	125430006
ENSG00000173334	TRIB1	chr8	125430358	125438403
ENSG00000304067	ENSG00000304067	chr8	125447266	125453553
ENSG00000253111	TRIB1AL	chr8	125466939	125541850
ENSG00000302425	ENSG00000302425	chr8	125544554	125614001
ENSG00000286122	LINC02964	chr8	125648231	126008930
ENSG00000253470	ENSG00000253470	chr8	125749045	125750275
ENSG00000245164	LINC00861	chr8	125859721	126292788
ENSG00000206695	RNU6-442P	chr8	125900951	125901054
ENSG00000253651	SOD1P3	chr8	125951861	125952314
ENSG00000294748	ENSG00000294748	chr8	125972278	125972876
ENSG00000254227	ENSG00000254227	chr8	125998994	126001001
ENSG00000250563	KNOP1P5	chr8	126072587	126074231
ENSG00000253841	ENSG00000253841	chr8	126073046	126073532
ENSG00000302796	ENSG00000302796	chr8	126074377	126093129
ENSG00000248720	RFPL4AP5	chr8	126174186	126175014
ENSG00000244791	ENSG00000244791	chr8	126325454	126329538
ENSG00000253427	ENSG00000253427	chr8	126474121	126492725
ENSG00000253220	ENSG00000253220	chr8	126497327	126500440
ENSG00000207138	RNU6-869P	chr8	126504763	126504869
ENSG00000253530	ENSG00000253530	chr8	126506326	126522360
ENSG00000168672	LRATD2	chr8	126552443	126558478
ENSG00000253438	PCAT1	chr8	126556323	127419050
ENSG00000296584	ENSG00000296584	chr8	126560478	126572295
ENSG00000253543	ENSG00000253543	chr8	126582631	126583006
ENSG00000296564	ENSG00000296564	chr8	126618281	126639193
ENSG00000212451	RNU11-4P	chr8	126671522	126671654
ENSG00000296602	ENSG00000296602	chr8	126713320	126714020
ENSG00000253573	ENSG00000253573	chr8	126766161	126847016
ENSG00000254166	CASC19	chr8	127072694	127227541
ENSG00000282961	PRNCR1	chr8	127079874	127092600
ENSG00000224722	ENSG00000224722	chr8	127086263	127087510
ENSG00000287781	ENSG00000287781	chr8	127252941	127282226
ENSG00000309748	ENSG00000309748	chr8	127272936	127273280
ENSG00000246228	CASC8	chr8	127289667	127482139
ENSG00000271509	ENSG00000271509	chr8	127292233	127292440
ENSG00000212993	POU5F1B	chr8	127322183	127420066
ENSG00000280997	CCAT2	chr8	127400399	127402150
ENSG00000286266	ENSG00000286266	chr8	127578473	127636867
ENSG00000286010	ENSG00000286010	chr8	127629675	127671017
ENSG00000249375	CASC11	chr8	127686343	127739022
ENSG00000136997	MYC	chr8	127735434	127742951
ENSG00000308490	ENSG00000308490	chr8	127754543	127761878
ENSG00000249859	PVT1	chr8	127794513	128188202
ENSG00000283710	MIR1204	chr8	127795962	127796028
ENSG00000278324	ENSG00000278324	chr8	127890626	127890720
ENSG00000280055	LINC02912	chr8	127946559	127948723
ENSG00000221771	MIR1205	chr8	127960633	127960695
ENSG00000310067	ENSG00000310067	chr8	127988950	127997040
ENSG00000207110	RNVU1-32	chr8	127999131	127999294
ENSG00000283200	MIR1206	chr8	128008898	128008956
ENSG00000278275	ENSG00000278275	chr8	128009551	128011938
ENSG00000222501	RNU4-25P	chr8	128010382	128010611
ENSG00000221176	MIR1207	chr8	128049152	128049238
ENSG00000309986	ENSG00000309986	chr8	128106716	128119442
ENSG00000310100	ENSG00000310100	chr8	128140560	128142461
ENSG00000309955	ENSG00000309955	chr8	128148990	128168626
ENSG00000221261	MIR1208	chr8	128150116	128150188
ENSG00000310127	ENSG00000310127	chr8	128156750	128156921
ENSG00000310028	ENSG00000310028	chr8	128180403	128190799
ENSG00000201782	RN7SKP226	chr8	128220504	128220803
ENSG00000286034	ENSG00000286034	chr8	128323131	128388636
ENSG00000254275	LINC00824	chr8	128405269	128564690
ENSG00000298640	ENSG00000298640	chr8	128538724	128539427
ENSG00000298619	ENSG00000298619	chr8	128543622	128555745
ENSG00000308486	ENSG00000308486	chr8	128589867	128617433
ENSG00000229140	CCDC26	chr8	128634199	129723023
ENSG00000310114	ENSG00000310114	chr8	128689316	128777478
ENSG00000306992	ENSG00000306992	chr8	129077865	129104298
ENSG00000287785	ENSG00000287785	chr8	129139985	129243468
ENSG00000253225	ENSG00000253225	chr8	129250967	129251138
ENSG00000307578	ENSG00000307578	chr8	129261496	129332270
ENSG00000222755	RN7SKP206	chr8	129290983	129291275
ENSG00000253926	ENSG00000253926	chr8	129411710	129452998
ENSG00000263763	MIR3686	chr8	129484057	129484142
ENSG00000308780	ENSG00000308780	chr8	129584825	129589258
ENSG00000300417	ENSG00000300417	chr8	129708238	129708515
ENSG00000224110	MTRF1LP2	chr8	129728744	129730445
ENSG00000147697	GSDMC	chr8	129748196	129786624
ENSG00000254317	ENSG00000254317	chr8	129832301	129844504
ENSG00000153310	CYRIB	chr8	129839593	130017504
ENSG00000243402	RPL15P12	chr8	129864478	129865052
ENSG00000200075	ENSG00000200075	chr8	129868590	129868716
ENSG00000254263	ENSG00000254263	chr8	129890465	129901758
ENSG00000253720	ENSG00000253720	chr8	129939844	129951056
ENSG00000287195	ENSG00000287195	chr8	129953729	129964634
ENSG00000253043	RNU7-181P	chr8	130004528	130004601
ENSG00000264653	MIR5194	chr8	130008334	130008453
ENSG00000304801	ENSG00000304801	chr8	130037238	130042486
ENSG00000153317	ASAP1	chr8	130052104	130443674
ENSG00000200304	RNU6-1255P	chr8	130069541	130069652
ENSG00000280543	ASAP1-IT2	chr8	130082738	130084768
ENSG00000212342	ENSG00000212342	chr8	130162972	130163127
ENSG00000287201	ENSG00000287201	chr8	130206522	130251051
ENSG00000286535	ENSG00000286535	chr8	130357943	130362461
ENSG00000305499	ENSG00000305499	chr8	130442574	130445525
ENSG00000301491	ENSG00000301491	chr8	130550546	130583393
ENSG00000253656	ENSG00000253656	chr8	130558288	130655712
ENSG00000155897	ADCY8	chr8	130780301	131040909
ENSG00000302847	ENSG00000302847	chr8	130850108	130907098
ENSG00000253259	ENSG00000253259	chr8	130892070	130892785
ENSG00000253992	ENSG00000253992	chr8	130935409	130949665
ENSG00000297096	ENSG00000297096	chr8	131039072	131290675
ENSG00000297135	ENSG00000297135	chr8	131055061	131096445
ENSG00000253407	ENSG00000253407	chr8	131129761	131144948
ENSG00000297116	ENSG00000297116	chr8	131249774	131312869
ENSG00000253507	IADEN	chr8	131308545	131317889
ENSG00000252158	SNORA72	chr8	131432776	131432869
ENSG00000307182	ENSG00000307182	chr8	131706076	131709475
ENSG00000254255	ENSG00000254255	chr8	131712512	131712980
ENSG00000299509	ENSG00000299509	chr8	131876450	131904410
ENSG00000132294	EFR3A	chr8	131904093	132013642
ENSG00000253117	OC90	chr8	132024216	132059382
ENSG00000258417	ENSG00000258417	chr8	132024238	132085655
ENSG00000132297	HHLA1	chr8	132061480	132111159
ENSG00000184156	KCNQ3	chr8	132120861	132481095
ENSG00000300942	ENSG00000300942	chr8	132202988	132203504
ENSG00000298946	ENSG00000298946	chr8	132486466	132487181
ENSG00000297824	ENSG00000297824	chr8	132492729	132497506
ENSG00000253521	HPYR1	chr8	132507962	132565246
ENSG00000129295	DNAAF11	chr8	132570416	132675592
ENSG00000297169	ENSG00000297169	chr8	132675444	132676094
ENSG00000165071	TMEM71	chr8	132685007	132760712
ENSG00000287095	ENSG00000287095	chr8	132702801	132722283
ENSG00000300037	ENSG00000300037	chr8	132760719	132761408
ENSG00000304213	ENSG00000304213	chr8	132761422	132761986
ENSG00000129292	PHF20L1	chr8	132775358	132848807
ENSG00000270137	ENSG00000270137	chr8	132826179	132826903
ENSG00000223697	ENSG00000223697	chr8	132838117	132844298
ENSG00000042832	TG	chr8	132866958	133134903
ENSG00000240237	RPL21P78	chr8	133002605	133003075
ENSG00000155926	SLA	chr8	133036728	133102912
ENSG00000276961	MIR7848	chr8	133046481	133046581
ENSG00000287736	PTCSC1	chr8	133054959	133057767
ENSG00000299787	ENSG00000299787	chr8	133144236	133166399
ENSG00000104415	CCN4	chr8	133191039	133231690
ENSG00000295724	ENSG00000295724	chr8	133211003	133213095
ENSG00000303374	ENSG00000303374	chr8	133233169	133234790
ENSG00000289316	ENSG00000289316	chr8	133237171	133237927
ENSG00000104419	NDRG1	chr8	133237175	133302022
ENSG00000243537	RPL32P20	chr8	133325997	133326404
ENSG00000308533	ENSG00000308533	chr8	133363171	133379919
ENSG00000253638	DPPA3P7	chr8	133392211	133392690
ENSG00000225259	ST13P6	chr8	133408006	133409107
ENSG00000008513	ST3GAL1	chr8	133454848	133571926
ENSG00000283176	ENSG00000283176	chr8	133515506	133515745
ENSG00000283197	ENSG00000283197	chr8	133516184	133516268
ENSG00000289050	ENSG00000289050	chr8	133570872	133571620
ENSG00000261220	ST3GAL1-DT	chr8	133572134	133573869
ENSG00000308810	ENSG00000308810	chr8	133643640	133650988
ENSG00000212273	ENSG00000212273	chr8	133644598	133644725
ENSG00000289906	LINC03024	chr8	133663756	133684259
ENSG00000276193	Metazoa_SRP	chr8	133668420	133668701
ENSG00000253970	MTND2P7	chr8	133754811	133755450
ENSG00000253916	MTCO1P49	chr8	133755845	133756646
ENSG00000253561	ENSG00000253561	chr8	133771409	133814537
ENSG00000253165	ENSG00000253165	chr8	133775551	133777352
ENSG00000254313	ENSG00000254313	chr8	133786093	133786268
ENSG00000253593	ENSG00000253593	chr8	133886322	133902433
ENSG00000297683	ENSG00000297683	chr8	133915877	133916275
ENSG00000309752	ENSG00000309752	chr8	133919734	133920106
ENSG00000277576	ENSG00000277576	chr8	133946677	133947335
ENSG00000309969	ENSG00000309969	chr8	133960711	134021154
ENSG00000271240	ENSG00000271240	chr8	133962992	133963259
ENSG00000307790	ENSG00000307790	chr8	134059004	134087065
ENSG00000288067	ENSG00000288067	chr8	134190383	134390487
ENSG00000253627	ENSG00000253627	chr8	134211865	134320447
ENSG00000300729	ENSG00000300729	chr8	134267258	134293612
ENSG00000066827	ZFAT	chr8	134477788	134713049
ENSG00000276140	ENSG00000276140	chr8	134598071	134598149
ENSG00000248492	ZFAT-AS1	chr8	134598071	134600689
ENSG00000277732	ENSG00000277732	chr8	134598318	134598518
ENSG00000278454	ENSG00000278454	chr8	134600257	134600336
ENSG00000271048	ENSG00000271048	chr8	134673131	134673512
ENSG00000289405	ENSG00000289405	chr8	134715820	134832014
ENSG00000272456	ENSG00000272456	chr8	134722947	134723949
ENSG00000300805	ENSG00000300805	chr8	134756512	134765233
ENSG00000278898	ENSG00000278898	chr8	134764809	134767276
ENSG00000279518	ENSG00000279518	chr8	134783694	134785879
ENSG00000207582	MIR30B	chr8	134800520	134800607
ENSG00000199153	MIR30D	chr8	134804876	134804945
ENSG00000253433	ENSG00000253433	chr8	134832540	134881979
ENSG00000244413	RPL23AP56	chr8	134978827	134979279
ENSG00000294149	ENSG00000294149	chr8	135185753	135188254
ENSG00000254083	LINC01591	chr8	135234131	135299719
ENSG00000306757	ENSG00000306757	chr8	135439729	135457956
ENSG00000254372	ENSG00000254372	chr8	135455789	135457324
ENSG00000131773	KHDRBS3	chr8	135457456	135656722
ENSG00000253915	MAPRE1P1	chr8	135625185	135625981
ENSG00000303661	ENSG00000303661	chr8	135660800	135663801
ENSG00000294766	ENSG00000294766	chr8	135663905	135664761
ENSG00000304010	ENSG00000304010	chr8	135690368	135691627
